Date,sku,product_name,category,units_sold,price,promotion,store,stock_level,is_assembly_required,customer_rating,fulfillment_center_id,profit_margin_percent,is_seasonal_item
2024-03-01,FORNYAD-011,Förnyad Mug,Kitchen,48.45,3.44,0,Naples,43,False,3.95,NAP_FC,35.89,False
2024-02-18,FJADRAR-014,Fjädrar Cushion,Decoration,7.26,23.1,0,Bordeaux,487,False,3.96,BDX_FC,31.74,False
2024-12-21,FORNYAD-011,Förnyad Mug,Kitchen,37.46,3.44,0,Rome,800,False,4.63,ROM_FC,35.89,False
2025-05-11,ALEX-012,Alex Drawer Unit,Office,30.53,93.31,0,Porto,286,True,4.07,OPO_FC,33.03,False
2024-02-14,FORNYAD-011,Förnyad Mug,Kitchen,29.82,3.44,0,Naples,194,False,4.18,NAP_FC,35.89,True
2025-04-30,FORNYAD-011,Förnyad Mug,Kitchen,49.49,3.44,0,Rome,122,False,4.78,ROM_FC,35.89,False
2024-10-29,FJADRAR-014,Fjädrar Cushion,Decoration,24.65,23.1,0,Thessaloniki,430,False,4.43,THS_FC,31.74,False
2024-12-21,FJADRAR-014,Fjädrar Cushion,Decoration,38.65,23.1,0,Marseille,452,False,4.77,MRS_FC,31.74,True
2025-04-25,RASKOG-013,Råskog Cart,Storage,46.3,49.0,0,Barcelona,462,False,4.53,BCN_FC,34.36,False
2024-06-07,FRIHET-010,Friheten Sofa Bed,Living Room,7.55,610.36,0,Barcelona,313,True,4.62,BCN_FC,32.51,False
2024-10-12,ALEX-012,Alex Drawer Unit,Office,41.35,93.31,0,Porto,211,True,4.05,OPO_FC,33.03,False
2024-08-22,FJADRAR-014,Fjädrar Cushion,Decoration,8.58,17.32,1,Barcelona,639,False,4.36,BCN_FC,8.99,True
2024-06-02,FRIHET-010,Friheten Sofa Bed,Living Room,29.25,610.36,0,Rome,617,True,4.28,ROM_FC,32.51,False
2025-04-01,FORNYAD-011,Förnyad Mug,Kitchen,22.9,3.44,0,Valencia,526,False,4.12,VLC_FC,35.89,False
2024-08-23,RASKOG-013,Råskog Cart,Storage,34.38,49.0,0,Milan,686,False,4.04,MIL_FC,34.36,False
2024-10-14,ALEX-012,Alex Drawer Unit,Office,23.72,69.98,1,Valencia,767,True,3.97,VLC_FC,10.71,False
2024-09-21,FORNYAD-011,Förnyad Mug,Kitchen,28.39,2.58,1,Barcelona,634,False,4.54,BCN_FC,14.53,False
2025-03-16,ALEX-012,Alex Drawer Unit,Office,21.9,93.31,0,Porto,572,True,3.96,OPO_FC,33.03,False
2024-12-07,FRIHET-010,Friheten Sofa Bed,Living Room,40.27,610.36,0,Marseille,588,True,4.38,MRS_FC,32.51,False
2024-12-31,MALM-009,Malm Dresser,Bedroom,22.28,200.76,0,Naples,325,True,4.49,NAP_FC,32.46,True
2025-03-10,FORNYAD-011,Förnyad Mug,Kitchen,12.01,3.44,0,Marseille,796,False,4.82,MRS_FC,35.89,False
2024-09-15,MALM-009,Malm Dresser,Bedroom,27.46,200.76,0,Barcelona,288,True,4.73,BCN_FC,32.46,False
2024-11-30,MALM-009,Malm Dresser,Bedroom,47.17,150.57,1,Thessaloniki,396,True,3.95,THS_FC,9.95,False
2025-04-06,ALEX-012,Alex Drawer Unit,Office,31.19,93.31,0,Porto,115,True,4.68,OPO_FC,33.03,False
2025-04-11,FRIHET-010,Friheten Sofa Bed,Living Room,20.88,610.36,0,Rome,689,True,4.61,ROM_FC,32.51,True
2024-03-25,FRIHET-010,Friheten Sofa Bed,Living Room,40.85,610.36,0,Milan,669,True,3.97,MIL_FC,32.51,False
2025-02-08,FRIHET-010,Friheten Sofa Bed,Living Room,8.71,610.36,0,Thessaloniki,570,True,4.44,THS_FC,32.51,False
2024-07-09,FRIHET-010,Friheten Sofa Bed,Living Room,48.13,610.36,0,Athens,454,True,4.05,ATH_FC,32.51,False
2025-05-15,FRIHET-010,Friheten Sofa Bed,Living Room,32.46,457.77,1,Porto,352,True,4.02,OPO_FC,10.01,False
2025-01-30,FORNYAD-011,Förnyad Mug,Kitchen,29.06,3.44,0,Rome,707,False,4.23,ROM_FC,35.89,True
2024-02-10,MALM-009,Malm Dresser,Bedroom,30.18,200.76,0,Barcelona,582,True,4.18,BCN_FC,32.46,False
2024-10-01,ALEX-012,Alex Drawer Unit,Office,48.38,93.31,0,Marseille,564,True,3.93,MRS_FC,33.03,True
2024-12-18,RASKOG-013,Råskog Cart,Storage,26.79,49.0,0,Marseille,39,False,4.12,MRS_FC,34.36,False
2024-04-06,FORNYAD-011,Förnyad Mug,Kitchen,15.01,2.58,1,Barcelona,252,False,4.17,BCN_FC,14.53,False
2024-08-13,FRIHET-010,Friheten Sofa Bed,Living Room,43.48,610.36,0,Naples,520,True,4.83,NAP_FC,32.51,False
2025-04-05,FJADRAR-014,Fjädrar Cushion,Decoration,7.42,23.1,0,Thessaloniki,473,False,4.8,THS_FC,31.74,False
2024-05-23,RASKOG-013,Råskog Cart,Storage,29.19,36.75,1,Valencia,377,False,4.86,VLC_FC,12.47,False
2024-09-08,FRIHET-010,Friheten Sofa Bed,Living Room,24.19,610.36,0,Naples,479,True,4.45,NAP_FC,32.51,False
2025-04-30,FJADRAR-014,Fjädrar Cushion,Decoration,19.06,23.1,0,Bordeaux,31,False,4.36,BDX_FC,31.74,False
2024-10-31,ALEX-012,Alex Drawer Unit,Office,12.92,93.31,0,Thessaloniki,734,True,4.23,THS_FC,33.03,False
2024-12-25,FJADRAR-014,Fjädrar Cushion,Decoration,21.73,23.1,0,Athens,770,False,4.86,ATH_FC,31.74,True
2025-04-16,FJADRAR-014,Fjädrar Cushion,Decoration,36.44,23.1,0,Milan,699,False,4.43,MIL_FC,31.74,True
2024-07-05,ALEX-012,Alex Drawer Unit,Office,48.26,93.31,0,Rome,620,True,4.83,ROM_FC,33.03,False
2024-07-01,RASKOG-013,Råskog Cart,Storage,34.05,49.0,0,Valencia,163,False,4.87,VLC_FC,34.36,False
2024-06-17,RASKOG-013,Råskog Cart,Storage,41.16,49.0,0,Thessaloniki,108,False,3.88,THS_FC,34.36,False
2024-10-28,FRIHET-010,Friheten Sofa Bed,Living Room,47.76,610.36,0,Porto,376,True,4.3,OPO_FC,32.51,False
2025-03-20,FJADRAR-014,Fjädrar Cushion,Decoration,24.09,23.1,0,Rome,739,False,4.85,ROM_FC,31.74,False
2024-07-19,FORNYAD-011,Förnyad Mug,Kitchen,46.31,2.58,1,Marseille,684,False,4.19,MRS_FC,14.53,False
2024-06-28,FORNYAD-011,Förnyad Mug,Kitchen,11.71,3.44,0,Marseille,504,False,4.09,MRS_FC,35.89,False
2025-05-03,MALM-009,Malm Dresser,Bedroom,8.04,150.57,1,Barcelona,81,True,4.94,BCN_FC,9.95,False
2024-08-21,RASKOG-013,Råskog Cart,Storage,32.11,49.0,0,Barcelona,246,False,4.57,BCN_FC,34.36,False
2024-10-23,RASKOG-013,Råskog Cart,Storage,29.73,36.75,1,Porto,120,False,4.04,OPO_FC,12.47,False
2024-08-07,BILLY-001,Billy Bookcase,Storage,34.0,411.75,1,Marrakech,170,True,4.6,MOR_FC_MR,16.36,False
2024-01-22,FORNYAD-011,Förnyad Mug,Kitchen,28.24,3.44,0,Marseille,518,False,4.75,MRS_FC,35.89,True
2024-12-25,FORNYAD-011,Förnyad Mug,Kitchen,6.45,2.58,1,Rome,711,False,4.69,ROM_FC,14.53,False
2024-07-29,FRIHET-010,Friheten Sofa Bed,Living Room,49.34,610.36,0,Thessaloniki,453,True,4.95,THS_FC,32.51,True
2025-02-26,FRIHET-010,Friheten Sofa Bed,Living Room,37.03,457.77,1,Porto,321,True,4.07,OPO_FC,10.01,False
2024-11-05,FORNYAD-011,Förnyad Mug,Kitchen,49.09,3.44,0,Milan,742,False,4.31,MIL_FC,35.89,True
2025-01-30,FRIHET-010,Friheten Sofa Bed,Living Room,40.33,610.36,0,Bordeaux,105,True,4.82,BDX_FC,32.51,False
2024-01-09,RASKOG-013,Råskog Cart,Storage,15.43,49.0,0,Marseille,675,False,4.59,MRS_FC,34.36,False
2024-07-27,RASKOG-013,Råskog Cart,Storage,5.89,49.0,0,Athens,640,False,4.04,ATH_FC,34.36,False
2025-03-31,MALM-009,Malm Dresser,Bedroom,23.59,200.76,0,Rome,785,True,3.9,ROM_FC,32.46,False
2024-07-18,MALM-009,Malm Dresser,Bedroom,47.7,200.76,0,Barcelona,314,True,3.82,BCN_FC,32.46,False
2024-12-02,FORNYAD-011,Förnyad Mug,Kitchen,38.12,3.44,0,Porto,637,False,3.96,OPO_FC,35.89,False
2024-04-15,ALEX-012,Alex Drawer Unit,Office,23.2,93.31,0,Thessaloniki,57,True,4.44,THS_FC,33.03,False
2024-01-10,FJADRAR-014,Fjädrar Cushion,Decoration,15.97,23.1,0,Naples,410,False,4.9,NAP_FC,31.74,False
2024-05-23,RASKOG-013,Råskog Cart,Storage,7.27,49.0,0,Rome,476,False,4.7,ROM_FC,34.36,True
2024-12-20,FRIHET-010,Friheten Sofa Bed,Living Room,37.16,610.36,0,Naples,629,True,4.08,NAP_FC,32.51,False
2025-04-07,FJADRAR-014,Fjädrar Cushion,Decoration,24.35,23.1,0,Bordeaux,484,False,4.28,BDX_FC,31.74,False
2024-06-22,RASKOG-013,Råskog Cart,Storage,46.01,49.0,0,Athens,540,False,4.33,ATH_FC,34.36,False
2025-04-18,FORNYAD-011,Förnyad Mug,Kitchen,13.16,3.44,0,Thessaloniki,91,False,3.97,THS_FC,35.89,True
2024-07-27,ALEX-012,Alex Drawer Unit,Office,34.13,93.31,0,Bordeaux,101,True,4.89,BDX_FC,33.03,False
2024-11-07,MALM-009,Malm Dresser,Bedroom,38.21,200.76,0,Athens,81,True,3.97,ATH_FC,32.46,False
2024-09-28,RASKOG-013,Råskog Cart,Storage,12.7,49.0,0,Naples,365,False,4.81,NAP_FC,34.36,False
2024-04-11,MALM-009,Malm Dresser,Bedroom,46.42,200.76,0,Milan,67,True,3.88,MIL_FC,32.46,True
2024-08-10,MALM-009,Malm Dresser,Bedroom,12.81,200.76,0,Thessaloniki,418,True,4.06,THS_FC,32.46,False
2024-11-24,RASKOG-013,Råskog Cart,Storage,10.05,49.0,0,Athens,114,False,4.33,ATH_FC,34.36,False
2024-05-22,RASKOG-013,Råskog Cart,Storage,44.01,49.0,0,Naples,420,False,3.88,NAP_FC,34.36,False
2025-03-19,FJADRAR-014,Fjädrar Cushion,Decoration,42.8,23.1,0,Marseille,511,False,4.36,MRS_FC,31.74,False
2025-04-16,MALM-009,Malm Dresser,Bedroom,47.49,200.76,0,Thessaloniki,651,True,4.03,THS_FC,32.46,False
2024-10-22,ALEX-012,Alex Drawer Unit,Office,37.85,93.31,0,Athens,355,True,4.32,ATH_FC,33.03,False
2024-09-27,FJADRAR-014,Fjädrar Cushion,Decoration,45.14,17.32,1,Valencia,203,False,4.15,VLC_FC,8.99,True
2024-11-13,FJADRAR-014,Fjädrar Cushion,Decoration,11.21,23.1,0,Barcelona,698,False,4.37,BCN_FC,31.74,False
2024-11-16,FJADRAR-014,Fjädrar Cushion,Decoration,9.63,17.32,1,Milan,176,False,4.71,MIL_FC,8.99,True
2024-08-13,FRIHET-010,Friheten Sofa Bed,Living Room,46.1,610.36,0,Porto,548,True,4.84,OPO_FC,32.51,False
2024-03-10,FRIHET-010,Friheten Sofa Bed,Living Room,37.45,610.36,0,Bordeaux,717,True,4.09,BDX_FC,32.51,False
2024-08-09,FORNYAD-011,Förnyad Mug,Kitchen,37.77,3.44,0,Milan,145,False,4.1,MIL_FC,35.89,True
2024-12-23,ALEX-012,Alex Drawer Unit,Office,35.51,93.31,0,Thessaloniki,420,True,3.89,THS_FC,33.03,False
2024-06-24,POANG-005,Poäng Chair,Living Room,25.0,499.0,0,Zenata,45,True,4.84,MOR_FC_ZN,31.08,False
2025-04-14,MALM-009,Malm Dresser,Bedroom,19.2,200.76,0,Rome,576,True,4.37,ROM_FC,32.46,False
2024-12-06,FJADRAR-014,Fjädrar Cushion,Decoration,44.41,23.1,0,Barcelona,213,False,4.7,BCN_FC,31.74,True
2025-01-21,FRIHET-010,Friheten Sofa Bed,Living Room,6.72,610.36,0,Naples,341,True,4.32,NAP_FC,32.51,False
2024-11-12,ALEX-012,Alex Drawer Unit,Office,17.76,93.31,0,Valencia,474,True,4.07,VLC_FC,33.03,False
2024-01-31,ALEX-012,Alex Drawer Unit,Office,44.8,93.31,0,Marseille,579,True,4.25,MRS_FC,33.03,False
2024-03-24,FORNYAD-011,Förnyad Mug,Kitchen,30.45,3.44,0,Naples,458,False,4.0,NAP_FC,35.89,False
2024-11-27,ALEX-012,Alex Drawer Unit,Office,41.92,93.31,0,Thessaloniki,695,True,4.03,THS_FC,33.03,False
2025-02-02,FRIHET-010,Friheten Sofa Bed,Living Room,15.88,457.77,1,Bordeaux,612,True,4.72,BDX_FC,10.01,False
2024-11-01,FJADRAR-014,Fjädrar Cushion,Decoration,9.4,17.32,1,Thessaloniki,639,False,4.72,THS_FC,8.99,False
2024-08-02,MALM-009,Malm Dresser,Bedroom,23.52,200.76,0,Milan,430,True,4.78,MIL_FC,32.46,False
2024-08-18,KALLAX-002,Kallax Shelf,Storage,18.0,399.0,0,Marrakech,180,True,4.68,MOR_FC_MR,26.5,False
2025-03-15,MALM-009,Malm Dresser,Bedroom,26.8,150.57,1,Porto,644,True,4.35,OPO_FC,9.95,False
2024-07-16,ALEX-012,Alex Drawer Unit,Office,48.42,93.31,0,Milan,359,True,4.84,MIL_FC,33.03,False
2025-02-25,FORNYAD-011,Förnyad Mug,Kitchen,8.31,3.44,0,Bordeaux,306,False,4.79,BDX_FC,35.89,False
2024-06-09,MALM-009,Malm Dresser,Bedroom,6.43,200.76,0,Valencia,676,True,4.97,VLC_FC,32.46,False
2024-10-23,FORNYAD-011,Förnyad Mug,Kitchen,6.23,3.44,0,Porto,665,False,4.33,OPO_FC,35.89,True
2024-03-09,ALEX-012,Alex Drawer Unit,Office,24.23,93.31,0,Barcelona,327,True,4.51,BCN_FC,33.03,False
2024-10-07,FJADRAR-014,Fjädrar Cushion,Decoration,32.48,23.1,0,Rome,259,False,4.44,ROM_FC,31.74,False
2024-08-17,FJADRAR-014,Fjädrar Cushion,Decoration,14.23,23.1,0,Athens,81,False,4.97,ATH_FC,31.74,False
2024-02-25,FORNYAD-011,Förnyad Mug,Kitchen,20.61,3.44,0,Valencia,110,False,4.79,VLC_FC,35.89,False
2024-09-22,FJADRAR-014,Fjädrar Cushion,Decoration,7.78,23.1,0,Barcelona,453,False,4.18,BCN_FC,31.74,False
2024-11-27,FJADRAR-014,Fjädrar Cushion,Decoration,35.16,23.1,0,Thessaloniki,721,False,4.89,THS_FC,31.74,False
2024-04-03,FJADRAR-014,Fjädrar Cushion,Decoration,23.28,23.1,0,Thessaloniki,523,False,4.37,THS_FC,31.74,False
2024-11-11,MALM-009,Malm Dresser,Bedroom,10.3,150.57,1,Bordeaux,223,True,4.53,BDX_FC,9.95,False
2024-07-15,MALM-009,Malm Dresser,Bedroom,27.42,150.57,1,Barcelona,639,True,4.62,BCN_FC,9.95,False
2024-10-30,MALM-009,Malm Dresser,Bedroom,33.69,200.76,0,Valencia,715,True,3.99,VLC_FC,32.46,False
2024-08-25,FJADRAR-014,Fjädrar Cushion,Decoration,29.73,23.1,0,Valencia,616,False,4.22,VLC_FC,31.74,False
2024-09-11,FRIHET-010,Friheten Sofa Bed,Living Room,18.52,610.36,0,Athens,42,True,4.73,ATH_FC,32.51,False
2025-05-02,MALM-009,Malm Dresser,Bedroom,10.21,150.57,1,Barcelona,278,True,4.37,BCN_FC,9.95,False
2024-05-10,RASKOG-013,Råskog Cart,Storage,8.1,49.0,0,Bordeaux,289,False,4.45,BDX_FC,34.36,False
2025-03-31,FORNYAD-011,Förnyad Mug,Kitchen,49.95,3.44,0,Rome,185,False,4.64,ROM_FC,35.89,False
2025-03-05,FORNYAD-011,Förnyad Mug,Kitchen,14.78,3.44,0,Bordeaux,723,False,4.21,BDX_FC,35.89,False
2024-02-28,FRIHET-010,Friheten Sofa Bed,Living Room,41.36,457.77,1,Valencia,687,True,5.0,VLC_FC,10.01,False
2024-12-13,FRIHET-010,Friheten Sofa Bed,Living Room,5.38,610.36,0,Bordeaux,433,True,4.93,BDX_FC,32.51,False
2024-03-04,MALM-009,Malm Dresser,Bedroom,18.54,200.76,0,Marseille,324,True,4.05,MRS_FC,32.46,False
2025-05-15,MALM-009,Malm Dresser,Bedroom,47.54,200.76,0,Barcelona,183,True,4.78,BCN_FC,32.46,False
2024-12-31,FORNYAD-011,Förnyad Mug,Kitchen,47.04,3.44,0,Marseille,309,False,4.67,MRS_FC,35.89,False
2024-12-20,ALEX-012,Alex Drawer Unit,Office,18.07,93.31,0,Thessaloniki,374,True,4.91,THS_FC,33.03,False
2024-10-15,MALM-009,Malm Dresser,Bedroom,8.32,150.57,1,Thessaloniki,317,True,4.33,THS_FC,9.95,False
2024-02-03,ALEX-012,Alex Drawer Unit,Office,39.82,69.98,1,Marseille,321,True,4.54,MRS_FC,10.71,False
2024-09-02,RASKOG-013,Råskog Cart,Storage,47.75,49.0,0,Naples,756,False,4.87,NAP_FC,34.36,False
2024-11-15,LACK-004,Lack Table,Living Room,60.0,69.98,1,Zenata,200,True,3.98,MOR_FC_ZN,10.71,True
2025-03-06,FRIHET-010,Friheten Sofa Bed,Living Room,40.05,457.77,1,Thessaloniki,775,True,4.3,THS_FC,10.01,False
2025-01-30,MALM-009,Malm Dresser,Bedroom,10.15,200.76,0,Valencia,58,True,4.35,VLC_FC,32.46,False
2024-08-21,FRIHET-010,Friheten Sofa Bed,Living Room,42.27,610.36,0,Athens,274,True,4.26,ATH_FC,32.51,False
2024-12-01,ALEX-012,Alex Drawer Unit,Office,22.1,93.31,0,Thessaloniki,460,True,4.78,THS_FC,33.03,False
2024-10-18,ALEX-012,Alex Drawer Unit,Office,9.06,93.31,0,Barcelona,450,True,4.17,BCN_FC,33.03,False
2024-01-14,BILLY-001,Billy Bookcase,Storage,41.0,411.75,1,Zenata,130,True,4.55,MOR_FC_ZN,16.36,True
2024-07-21,RASKOG-013,Råskog Cart,Storage,47.72,49.0,0,Milan,191,False,4.97,MIL_FC,34.36,True
2024-02-17,ALEX-012,Alex Drawer Unit,Office,47.64,93.31,0,Porto,284,True,4.9,OPO_FC,33.03,False
2024-04-27,FORNYAD-011,Förnyad Mug,Kitchen,12.54,3.44,0,Valencia,784,False,4.94,VLC_FC,35.89,False
2024-12-02,ALEX-012,Alex Drawer Unit,Office,45.26,93.31,0,Rome,396,True,4.02,ROM_FC,33.03,False
2024-12-08,FORNYAD-011,Förnyad Mug,Kitchen,35.33,2.58,1,Barcelona,390,False,4.54,BCN_FC,14.53,False
2024-10-27,FJADRAR-014,Fjädrar Cushion,Decoration,22.05,17.32,1,Milan,762,False,4.57,MIL_FC,8.99,False
2025-05-01,FJADRAR-014,Fjädrar Cushion,Decoration,28.65,23.1,0,Naples,597,False,3.93,NAP_FC,31.74,False
2024-03-11,FRIHET-010,Friheten Sofa Bed,Living Room,21.54,610.36,0,Valencia,604,True,4.07,VLC_FC,32.51,False
2024-11-05,FRIHET-010,Friheten Sofa Bed,Living Room,12.92,457.77,1,Rome,713,True,3.96,ROM_FC,10.01,False
2024-09-12,RASKOG-013,Råskog Cart,Storage,25.32,36.75,1,Marseille,197,False,4.62,MRS_FC,12.47,False
2024-08-01,FORNYAD-011,Förnyad Mug,Kitchen,5.19,3.44,0,Milan,536,False,4.82,MIL_FC,35.89,False
2024-02-01,HEMNES-003,Hemnes Bed,Bedroom,4.0,1990.0,0,Zenata,116,True,3.93,MOR_FC_ZN,30.92,False
2024-08-21,FJADRAR-014,Fjädrar Cushion,Decoration,43.47,23.1,0,Marseille,477,False,4.74,MRS_FC,31.74,True
2024-07-13,MALM-009,Malm Dresser,Bedroom,20.81,200.76,0,Athens,109,True,4.06,ATH_FC,32.46,False
2024-08-22,FJADRAR-014,Fjädrar Cushion,Decoration,48.32,23.1,0,Valencia,303,False,4.84,VLC_FC,31.74,False
2025-01-05,FJADRAR-014,Fjädrar Cushion,Decoration,19.25,17.32,1,Milan,335,False,4.33,MIL_FC,8.99,True
2024-06-12,MALM-009,Malm Dresser,Bedroom,26.39,200.76,0,Naples,111,True,4.1,NAP_FC,32.46,False
2024-04-27,STOCK-006,Stockholm Sofa,Living Room,9.0,3499.0,0,Zenata,70,True,4.64,MOR_FC_ZN,39.64,False
2024-12-01,ALEX-012,Alex Drawer Unit,Office,11.4,69.98,1,Barcelona,332,True,4.87,BCN_FC,10.71,False
2024-06-18,ALEX-012,Alex Drawer Unit,Office,11.2,93.31,0,Marseille,670,True,4.44,MRS_FC,33.03,False
2024-03-22,MALM-009,Malm Dresser,Bedroom,30.2,150.57,1,Barcelona,308,True,4.84,BCN_FC,9.95,False
2025-05-15,RASKOG-013,Råskog Cart,Storage,34.62,49.0,0,Barcelona,301,False,4.74,BCN_FC,34.36,False
2025-02-22,FRIHET-010,Friheten Sofa Bed,Living Room,7.15,610.36,0,Athens,488,True,3.88,ATH_FC,32.51,False
2024-04-28,FORNYAD-011,Förnyad Mug,Kitchen,38.7,3.44,0,Milan,415,False,3.86,MIL_FC,35.89,False
2024-05-03,FJADRAR-014,Fjädrar Cushion,Decoration,19.62,23.1,0,Naples,602,False,3.96,NAP_FC,31.74,False
2024-02-13,HEMNES-003,Hemnes Bed,Bedroom,8.0,1990.0,0,Zenata,90,True,4.39,MOR_FC_ZN,30.92,False
2025-04-12,MALM-009,Malm Dresser,Bedroom,33.58,150.57,1,Athens,330,True,4.54,ATH_FC,9.95,False
2024-10-09,RASKOG-013,Råskog Cart,Storage,32.46,49.0,0,Thessaloniki,231,False,4.78,THS_FC,34.36,False
2025-02-17,FORNYAD-011,Förnyad Mug,Kitchen,39.38,3.44,0,Marseille,587,False,4.62,MRS_FC,35.89,False
2024-10-14,RASKOG-013,Råskog Cart,Storage,25.58,49.0,0,Valencia,530,False,3.81,VLC_FC,34.36,False
2024-11-19,ALEX-012,Alex Drawer Unit,Office,11.7,93.31,0,Barcelona,700,True,4.27,BCN_FC,33.03,False
2024-11-16,RASKOG-013,Råskog Cart,Storage,8.08,49.0,0,Valencia,433,False,3.94,VLC_FC,34.36,False
2025-03-05,RASKOG-013,Råskog Cart,Storage,10.87,49.0,0,Marseille,519,False,4.27,MRS_FC,34.36,False
2024-12-20,FJADRAR-014,Fjädrar Cushion,Decoration,22.87,23.1,0,Thessaloniki,490,False,4.91,THS_FC,31.74,False
2024-12-06,FJADRAR-014,Fjädrar Cushion,Decoration,35.54,17.32,1,Milan,372,False,4.93,MIL_FC,8.99,False
2024-07-25,FRIHET-010,Friheten Sofa Bed,Living Room,32.72,610.36,0,Milan,122,True,3.97,MIL_FC,32.51,False
2025-03-07,FJADRAR-014,Fjädrar Cushion,Decoration,6.53,23.1,0,Marseille,724,False,4.52,MRS_FC,31.74,False
2024-01-16,ALEX-012,Alex Drawer Unit,Office,36.82,93.31,0,Thessaloniki,648,True,4.74,THS_FC,33.03,False
2024-12-05,RASKOG-013,Råskog Cart,Storage,13.82,49.0,0,Marseille,504,False,4.77,MRS_FC,34.36,False
2025-01-21,ALEX-012,Alex Drawer Unit,Office,11.66,93.31,0,Athens,783,True,3.86,ATH_FC,33.03,False
2025-04-15,ALEX-012,Alex Drawer Unit,Office,43.51,69.98,1,Thessaloniki,137,True,4.65,THS_FC,10.71,False
2024-06-02,FORNYAD-011,Förnyad Mug,Kitchen,45.18,2.58,1,Marseille,752,False,4.02,MRS_FC,14.53,False
2024-01-06,FJADRAR-014,Fjädrar Cushion,Decoration,16.9,23.1,0,Valencia,179,False,4.13,VLC_FC,31.74,False
2025-01-25,RASKOG-013,Råskog Cart,Storage,27.05,49.0,0,Marseille,70,False,4.24,MRS_FC,34.36,True
2024-11-21,FJADRAR-014,Fjädrar Cushion,Decoration,15.04,17.32,1,Barcelona,430,False,3.88,BCN_FC,8.99,False
2024-11-25,RASKOG-013,Råskog Cart,Storage,29.91,49.0,0,Thessaloniki,583,False,4.2,THS_FC,34.36,False
2024-12-31,FORNYAD-011,Förnyad Mug,Kitchen,42.49,3.44,0,Marseille,503,False,4.76,MRS_FC,35.89,False
2024-09-27,FRIHET-010,Friheten Sofa Bed,Living Room,34.56,610.36,0,Valencia,774,True,3.87,VLC_FC,32.51,False
2024-06-19,FJADRAR-014,Fjädrar Cushion,Decoration,7.76,17.32,1,Naples,72,False,4.59,NAP_FC,8.99,False
2025-02-19,RASKOG-013,Råskog Cart,Storage,29.24,49.0,0,Athens,316,False,4.49,ATH_FC,34.36,False
2025-04-17,FJADRAR-014,Fjädrar Cushion,Decoration,23.87,23.1,0,Bordeaux,331,False,4.67,BDX_FC,31.74,False
2024-07-20,FRIHET-010,Friheten Sofa Bed,Living Room,40.2,610.36,0,Barcelona,341,True,4.52,BCN_FC,32.51,False
2024-03-25,FORNYAD-011,Förnyad Mug,Kitchen,29.89,3.44,0,Thessaloniki,597,False,4.74,THS_FC,35.89,False
2024-08-19,FRIHET-010,Friheten Sofa Bed,Living Room,48.93,610.36,0,Rome,45,True,4.02,ROM_FC,32.51,False
2024-07-17,RASKOG-013,Råskog Cart,Storage,7.0,49.0,0,Rome,571,False,4.62,ROM_FC,34.36,False
2024-08-19,FRIHET-010,Friheten Sofa Bed,Living Room,5.58,610.36,0,Rome,523,True,4.29,ROM_FC,32.51,False
2025-03-19,KALLAX-002,Kallax Shelf,Storage,24.0,299.25,1,Zenata,100,True,4.95,MOR_FC_ZN,2.0,True
2025-01-30,FJADRAR-014,Fjädrar Cushion,Decoration,29.22,23.1,0,Porto,99,False,4.45,OPO_FC,31.74,False
2024-09-17,FJADRAR-014,Fjädrar Cushion,Decoration,45.2,17.32,1,Valencia,456,False,4.7,VLC_FC,8.99,False
2025-01-22,RASKOG-013,Råskog Cart,Storage,10.54,49.0,0,Porto,185,False,3.91,OPO_FC,34.36,False
2024-05-07,FORNYAD-011,Förnyad Mug,Kitchen,33.76,2.58,1,Naples,711,False,4.46,NAP_FC,14.53,False
2024-08-13,ALEX-012,Alex Drawer Unit,Office,31.2,93.31,0,Naples,728,True,4.3,NAP_FC,33.03,False
2024-12-07,FRIHET-010,Friheten Sofa Bed,Living Room,24.78,610.36,0,Rome,522,True,4.44,ROM_FC,32.51,False
2024-08-14,MALM-009,Malm Dresser,Bedroom,28.96,200.76,0,Athens,362,True,3.9,ATH_FC,32.46,True
2025-01-10,ALEX-012,Alex Drawer Unit,Office,11.05,93.31,0,Valencia,348,True,4.12,VLC_FC,33.03,False
2024-10-27,FRIHET-010,Friheten Sofa Bed,Living Room,44.04,610.36,0,Bordeaux,75,True,4.85,BDX_FC,32.51,False
2024-05-11,FORNYAD-011,Förnyad Mug,Kitchen,39.06,2.58,1,Barcelona,24,False,4.55,BCN_FC,14.53,False
2025-04-29,RASKOG-013,Råskog Cart,Storage,39.01,36.75,1,Porto,183,False,4.75,OPO_FC,12.47,True
2024-12-07,RASKOG-013,Råskog Cart,Storage,25.4,49.0,0,Porto,79,False,4.47,OPO_FC,34.36,False
2025-01-12,RASKOG-013,Råskog Cart,Storage,25.31,36.75,1,Rome,40,False,4.18,ROM_FC,12.47,True
2025-04-07,RASKOG-013,Råskog Cart,Storage,18.9,49.0,0,Rome,158,False,4.32,ROM_FC,34.36,False
2024-02-10,FORNYAD-011,Förnyad Mug,Kitchen,17.33,3.44,0,Marseille,390,False,4.42,MRS_FC,35.89,False
2024-12-31,MALM-009,Malm Dresser,Bedroom,44.44,200.76,0,Rome,425,True,4.86,ROM_FC,32.46,False
2025-01-13,ALEX-012,Alex Drawer Unit,Office,22.76,93.31,0,Bordeaux,419,True,4.79,BDX_FC,33.03,True
